text,length
Nhắc lại cho clear. 1.020.000đ/tín chỉ cho tân sinh viên ngành kĩ thuật.,72
"Anh Nguyen
giải đáp đi anh",26
"Trương Văn Hoàng
quen ha",24
"Trần Thuỳ Trang
chị ổn k :))",28
May quá t sắp ra trường không chắc cũng hết cứu vì học phí :))))))),67
Hãy dùng học phí của chúng tôi để lắp thêm ổ điện đi,52
"Pham Viet Toan
1 cụb1 tín",25
"Hiếu Lê
Cao San",15
Phạm Đại,8
"Cơ sở vật chất ở tp thì như hạch thua cả tr cấp ba, nhà vs lớp học thì dơ bàn học thì cũ tân trang được bề ngoài bên trong thì mục nát",134
E lỡ đặt ptit nv khá cao rồi mà giờ mới biết mức học phí ntn thì nếu lỡ đậu có nên sang fpt học luôn không mn? Bên nào đáng với số tiền bỏ ra hơn ạ? Mn tư vấn giúp e,165
Đớp hơi sâu:),13
"Học phí cao mà máy chiếu mờ hơn sương, ngồi bàn 4,5 thì thôi rồi :)) chứ đừng nói bàn cuối",90
Biết nó tăng hp cao như vậy hồi xưa bố đút buoi học,51
Dieu Nhan,9
khổ tao vcl,11
"Lê Quang Lộc
cứ tăng thôi , hẹ hẹ hẹ",36
Dạ anh chị cho r hỏi học phí hệ clc ngành kế toán là bnh vậy ạ,62
"Trịnh Thái Hoàng
coi trg a kìa",30
"Duy Bùi
r u ok",14
"Trần Nguyễn Tấn Dũng
Tuyet Minh
Trương Quỳnh Nga
Hồng Huy
Lê Long",65
"Ngọc Chiến
đây àaa ku",21
"Lê Khánh Duy
vụ gì đó em",24
"1tr020/ tín nhưng máy để thi code là màn 17 inch core i3 đời 4 4GB RAM với HDD, sinh viên tự bươn chải. Máy lỏ k làm đc bài kì sau học lại",138
"Ngọc Nguyễn
căng :)))",21
Văn Khánh,9
Việt Phùng,10
Anh em miền bắc còn hạnh phúc chán vào miền nam chúng tôi leo thang bộ mấy tầng không thang máy trường thì xấu xây thì ít ktx xây xong bảo cho sinh viên mới anh em chúng tôi ngậm ngùi điện hay thì cắt còn nước cũng như vậy phòng thì dơ chỉ đầu tư cái gì đâu không học phí thì ngang ngoài bắc mà chất lượng không bằng mong bằng góc anh em ngoài bắc là được,355
"Khanh Linh
có ptb",17
Mạnh dạn nói hphi HUST là rẻ nhất rồi =)). Đọc sơ sơ chưa hiểu rõ lắm nên cao nhân nào thấu tình đạt lý thì rep cmt kể toi với nhé. Tks,135
"Ê phốt nhiều dữ, đừng đậu dùm cái",33
"ùi trường có ptb luôn hã
Lusi
=))",33
Em thắc mắc một kì các ac đóng tầm bao nhiêu tiền ạ,51
Quá bt. Trường t tăng HP 30%. Quá sốc nhưng vẫn cố theo,55
"Phương Vy
ê",11
"Phươngg Vy
thưn em",18
"Không thể để vụ này chìm được anh em, học phí tăng thì vl luôn trong khi cái cơ sở vật chất ở miền nam thì như cái trường cấp 3 bỏ hoang nhất là cái toà E của ptit hcm ấy nó sắp nứt ra làm 2 r, t nói thật là t đứng ở hành lang tầng 3 mà nhìn xuống thấy đc xuyên qua hành lang tầng 2 luôn mà, đéo biết là lấy 1 củ/tín làm l j trong khi csvc như cc",346
"Trần Diên
=))))",15
đậu muốn out tới nơi,20
"Nguyễn Mỹ Hà
học phí tương lai của b kìa",40
"Phan Thảo Vy
hot",16
"Trần Thế Thái
oi oi",19
Tr ơi đọc xog cmt mn mà đơ luôn sắp tới là trở thành sv trường rồi,66
Đại học công đoàn vừa rồi tăng từ 400k lên 600k 1 tín kìa :))),62
"Nguyễn Dương
=))))",18
Trường trông tật vcl,20
Nhật Hoài,9
"Ôi e lỡ vào mất rồi , nhà nghèo khók thét",41
AnhĐức Ngô,10
"Đen Đá Không Hành
xin lửa",25
"đấy mới thấy các trường như các trường thành viên ĐHQGHCM họ công khai học phí cả 4 năm học trên web trường thì sinh viên sướng như nào, chứ đùng cái tăng 36% như SPKT, PTIT 15% hay đợt UEH cũng tăng 10 mấy % thì sv cook luôn",225
PTIT là học viện bưu chính viễn thông phải ko mn ơi,51
"Phan Dương
ban căng",19
"Lam Giangg
thiệt k bà thơ ơi",28
"Diệu Linh
tham khảo i",21
"H e nên chọn vlu hay ptit đây ạ
?",33
"Hà Thúc Phú Vỹ
ê hên nghe rv mà sợ",34
Nguyễn Kiệt,11
Trúc Quỳnh,10
ngành Công nghệ đa phương tiện trường này sao ạ,47
"Hồng Ngọc
....",14
Không vào trường này nhưng thả ảnh ở đây để mọi người biết trường như nào nha,77
Duy Long,8
"Công Minh
=)))) h mới lướt thấy",31
Thấy cái mã trường bvs thì t cx nghi nghi nó hút màu rồi,56
"Omg luôn, cũng hơi chóng mặt 1 tí",33
"Cũng cũng mà đúng hông ta, chất lượng đào tạo tuyệt vời",55
học phí của hoc viện hoàng gia :))),35
Đời buồn JQK,12
Chia buồn em cùng gia đình,26
"Người nhà nạn nhân và chủ xe đã được công an phường cho xem Cammera rồi ạ. Lỗi ko liên quan đến lái xe , lái xe đang đi rất chậm quan sát kĩ, ko sdung đthoai, ko riệu bia ko ma tuý trong người. nạn nhân đi cùng chiều với xe khách, vì muốn vượt lên nên đã vượt phải phóng lên gặp ngay xe oto con đang đỗ cùng chiều nên nạn nhân bị hoảng đánh lái nhẹ va vào thân xe khách tự ngã vào bánh sau của xe. Gia đình nạn nhân muốn xin thêm video hành trình để cho rõ sự việc hơn nên mong mọi người ai có Cam hành trình vụ việc trên thì bỏ chút thoi gian cung cấp cho chúng tôi xin với. Xin chia buồn cùng với gia đình nạn nhân và mong mọi người hiểu rõ sự việc tránh bình luận ác ý. Đường đông, ô tô thường sẽ ko đi nhanh đc đậu ạ.",721
Mong em yên nghỉ ở cõi vĩnh hằng,32
Xin chia buồn cùng gia quyến. Mong gia đình được người tốt giúp đỡ.,67
quá đau sót quá chỉ mong các con bình yên!,42
Độ Nhân Vô Lượng Thiên Tôn,26
Nam mô a di đà Phật,19
"Nguyễn Đại Nam
xe bạn hay đi hả tai nạn ngay cổng trường t",58
A di đà phật,12
"Nam mô a di đà phật ,xin chia buồn với toàn thể gia đình.",57
xin chia buồn cùng gia đình,27
"Mạnh Đàm
cẩn thận",17
Mong em yên nghỉ.,17
"Hằngg Hằngg
ê đi cho cẩn thận nha má:) má đi cũng kinh lắm á",60
Mong con yên nghỉ nhé.,22
Ở gần trường mình,17
Vô thường,9
Nam mô a di đà phật!,20
Xin chia buồn cùng gđ thương các con.,37
Nam mô Bổn sư Thích ca Mâu ni Phật,34
Chia buồn cùng gia đình,23
Trời ơi,7
Nam mo a di da phat,19
Nam mô a Di đà phật,19
Thương.,7
"Thương, mong em yên nghỉ",24
Nam mô a di đà phật .,21
Nam mô a di đà phật,19
Thương thế,10
Đau sót quá,11
"Uyen Pham
ui qua mình đi qua nè",31
Nam mô a di đà Phật!,20
"Hoàng A.Đức
đi cho cẩn thận",27
Nam mô a Di Đà Phật,19
Xót xa quá! Nam mô A Di Đà Phật!,32
Nam Mô A Di Đà Phật,19
A Di Đà Phật,12
"Hqua đi 2 lần qua chỉ thấy đắp chiếu,nằm đấy rõ lâu mới thấy cảnh sát tới :(( khổ thân chet trẻ quá",99
"Quyen Nguyen
ê :<",17
dù sao thì trái Đất -1 người :))))),35
Hoang Ngoc Lan,14
mong em yên nghỉ.,17
Định Công Phạm,14
Bách Phương,11
Nam mô a di đà phật.,20
"Thành Long
long oiwii m đi cho cẩn thận đasyy",45
Nguyễn Đạt,10
Adidaphat,9
Nguyện cầu cho LH cao cả được chuyển đổi cảnh giới và an lạc cỏi Tịnh độ,72
"Quang Minh
gần mình ko",22
Xin chia buồn cùng gia quyến.,29
Chia buồn với sự mất mát lớn lao này với gia đình bạn!,54
"Không còn tình trạng phải bơi trên sân trường để lên lớp học, ae đã kịp từ quê lên hết chưa
Nhắc nhẹ ae từ ngày mai quay lại học off đấy nhé.",141
Định var hả?,12
để vào vote cho trường 5 sao nhe mặc dù chưa bị trai P đỏ trap nhưng trường nhiều cơ sở hơn trường tôi nên trừ 1 sao,116
Nghe có mùi gay gay đâu đây,27
"Nhan Trong Hoang
bro",20
var căng,8
May quá mk ko gia trg,21
Duy Duy ?,9
"Hoàng Hải
anh hải cndpt à",25
"Ngô ĐứcAnh
a chịu em rồi",24
Quen qua đường theo cả 2 nghĩa à :))),37
"Thành Nguyễn
m à",16
"Thu Hoai
bảo achi trg bay vote lại đi =))",41
"Thanh Ngân Vũ
a trai gia trưởng quá, e sợ r kìa",47
"Mai Đức
sao lại gia trưởng thế hả?",34
xin loi ban he he,17
"Do Ngoc Duy
chịu Duy đấu kiếm với trai bóng rổ",46
"Đặng Ngọc Hiếu
e zai gia trưởng vậy",35
"Dương Quyền
anh quyen oi",24
"Văn Phong
Nguyễn Dũng Tiến
Nguyễn Hoài Lam
Ngại hết cả CN ĐPT, mang tiếng raa:)))",81
"Đức Bùi
sao lại Duy Duy vầy là thế nào thầy nhẩy",48
"Hà Hoàng
anh H học trường này nhưng k gia trưởng chỉ tồi thôi:((",64
"Nguyễn Cường
em à",17
"Huyền Trang
anh d20 có gia trưởng khum",38
"Dg Ng Tra Giang
nghe chán k",27
"Bùi Cường
ngại hết cả cndpt",27
"Quen anh
Nguyen Quang Huy
thì trường đ còn sao nào",50
"Namm
gia trưởng à",17
Quen mình thì đã review trường 5sao rồi,39
"Hoàng Tuấn Cường
vãi cả đẹp hơn kiến trúc",41
"Đỗ Hoài Thu
đồ tồi",18
"Hoang Ngoc Dang Khoa
anh
Đq Minh
m8 lại còn béo béo mũm mĩm nữa, k biết có gia trưởng k",87
Tận cùng của kh:ổ đ:au,22
các anh m8 cẩn thận không ngã vào lòng em khác he,49
"CƠ HỘI THỰC TẬP CHO SINH VIÊN NĂM 1,2
(Cách PTIT 10 phút đi bộ)
ĐỊA CHỈ: VĂN QUÁN, HÀ ĐÔNG HOẶC 804 QUANG TRUNG, HÀ ĐÔNG
Thu nhập: 2,5-6tr + Thưởng theo năng lực
Ưu tiên :
- Sinh viên đại học năm 1, 2
- Sinh viên năm nhất không yêu cầu kinh nghiệm, không yêu cầu trình độ TA
.
ĐƯỢC CẤP DẤU MỘC THỰC TẬP
Cuối tuần đá bóng, đi chơi - Picnic du lịch theo quý, tháng
Ca làm : sáng 9-12h, chiều 15-18h , tối 18-21h .
Apply nhắn anh này gửi JD chi tiết nhaa : 0336169059",464
x2 và nhường lại cho người tiếp theo,36
Uớc gì sáng mai mở mắt dậy là tbao học onl,42
Ngon được nghỉ rồi.,19
Trường P oiii,13
"Thua, trường bịp",16
"Hương Diệu
Xuyến Chi
cảm ơn nhé, hữu x",38
biết cách đánh lừa người v :(((,31
cảm giác bị trêu đùa tình cảm,29
Giờ gió bão thổi em vào lòng anh nào đó luôn được k ạ,53
thân chưa mà giỡn vậy,21
tưởng tbao nghỉ cơ,18
Là nhất quyết k nghỉ??,22
Đảo câu ad trang này ac thật,28
tại sao không phải là nghỉ,26
Chịu rồi block thôi,19
Đùa giỡn nhau thé hả,20
"Lê Duẩn
Doanh Lê
thân chưa mà giỡn vậy",38
Tự giác nghỉ,12
Thân chưa mà giỡn kiểu v,24
tin hieu cua truong P day s,27
"Hoàn Phan
bơi đi học k",22
"Ngọc Hà
Cẩm Tú
thân chưa mà dỡn",31
Nửa đầu đg vui nửa saum..,25
"Trịnh Duy Hùng Quân
thích thông báo có thông báo đây",52
Đùa nhau à,10
"Mai Hương
1 thông báo thui cx khó khăn z à :<<",46
Cái trg này hay :))),20
nghỉ khó v sao,14
"Minh Bùi
phải chịu",18
":((( trường ơi em chờ trường đến sáng mai nhé
Lâm Vũ
cùng thắp nến cầu nguyện nào b",83
Càng cao càng dễ đổ,19
"Vân Khánh
giỡn z mà đc hẽ",25
"Minh Đức Nguyễn
=))))))))))))))))))))) ê",40
Phải gì ạ?,10
Lê Hải Phong,12
Vẫn chưa thấy gì,16
trêu à,6
"Mai Trang
Nguyen Linh
Dang Huong",32
Hưng Việt,9
NT Ngọc Hà,10
"Trời đã gần tối nhưng bản đồ cầu cứu ở Thái Nguyên vẫn còn nhiều nới rực đỏ tín hiệu 
 #reels #xuhuong #viral #reelsvn",118
đéo quan tâm lắm vì đằng nào ngày mai t cx nghỉ,47
Dự không đoán,13
Tự giác,7
Học bình thường,15
Lớn r tự giác thôi,18
chưa thấy gì,12
Tự giác đi ae,13
"Tống Trang
mời c bắt đầu ước",28
tình hình là rất tình hình,26
chắc 6h sáng mai trường thông báo,33
Tăng 15% học phí for sure,25
mai mưa to,10
"Trần Thị Lan Hương
tự giác",26
"Trần Minh Thái
Thu 3 la ngay dau tuan",37
Thầy X nào đó có lũ cũng chèo thuyền đi học,43
"￼
Ngân Nguyễn
Mỹ Duyên
Phạm Thị Sâm
tự giác đi",46
"Trangg Thuu
Ánh Quỳnh
Wyn Anh
Ngân Vũ",37
ars -1,6
"CHÚC MỪNG SINH VIÊN KHOA TÀI CHÍNH KẾ TOÁN VÀO TOP 10  BÁN KẾT “VŨ TRỤ ĐỒNG TIỀN 2025”!
Từ chiến thắng tại vòng Casting cấp Quốc gia, Hoàng Đức Tôn – sinh viên ngàn… Xem thêm",174
THÔNG BÁO NỘP HỌC PHÍ,21
"Hoàng Tuấn Cường
bettah be what i'm thinkin'",44
để dành sáng th2 đi shop,24
Nghỉ bão khum,13
Thông báo ngày mai vẫn học bth nhé các em :)))))),49
HỌC PHÍ,7
Ngày nghỉ sẵn trên qldt rồi mong cho cb đi học,46
tbao nộp hphi rồi:(,19
tbao có chữ phí gì đấy là từ chối nhận ạ =)) báo cáo tin đào lửa liền,69
Tin juẩn ko shop,16
Tb j thế bro,12
"Trần Ngọc Tú
học phí chăng :)))",31
"Mỹ Duyên
nam mô",15
"#np5414: WOW WOW WOW 
. Không được rồi, đối thủ quá mạnh, tôi không qua được vòng loại ICPC, tưởng chừng như chấm hết, ai ngờ plot twist cực gắt: tôi bật hệ thống bí ẩn khiến bạn D lập tức hóa “main character” 
kick H ra khỏi team.  Và rồi điều không tưởng xảy ra, tự nhiên tôi được giải ICPC một cách thần kì.
#np5415: Chào mọi người, mình là sinh viên khoá D21 ngành CNTT, vừa rồi bọn mình có trải qua đợt đăng kí đồ án, nhưng do 1 số lý do mà hôm nay hết hạn rồi nhưng đề tài của bọn mình cũng không được duyệt, các anh chị đi trước cho em hỏi với trường hợp này thì trường sẽ xử lý như thế nào ạ!?
#np5416: Sắp đến kì đông đăng kí nguyện vọng rồi ạ. Có anh/chị/ bạn nào ngành CNĐPT còn môn Kĩ thuật đồ hoạ - INT13111 thì mình đăng kí chung để mở lớp nhé ạ. Mình cảm ơn rất nhiều ạ
#np5417: Kì đông còn ai học lại tin 2 không ạ
#np5418: Các bạn d21cntt cho mình hỏi đki đồ án nếu k đc duyệt thì sau khoa sẽ phân gvhd cho mình ạ???
#np5419: trường mình có cho tốt nghiệp bằng ngôn ngữ khác k ạ",995
"Thiện Nguyễn
năm nay icpc có vẻ hot, hay là ae cố năm nữa đi",60
vcl drama,9
roll được 5v3* à ngonn đét :)),30
"#np5414
Nguyễn Tùng
quen thế :))",32
xin lửa,7
"Vũ Thành Hải
clm #14 ác quá",27
"Pham Truong Phuoc
5414 gì hay dọ",32
"Nguyễn Đình Hưng
5414 có phốt gì hóng đi",40
Khánh Chi,9
"Đường Lê Văn Lương, Hà Nội: Camera AI phát hiện hàng loạt trường hợp vi phạm khi đi vào làn BR",94
"Đăng ký kỳ đông
Nguyện vọng: Từ 30/09 đến 2/10
Tkb: 17/10 - 21/10
Thời gian học: 27/0-31/11
Thi: 1/12 - 7/12",108
@fan cứng,9
Dki kì đông là đki trên mục nguyện vọng qldt hả mn ơi,53
"THỰC TẬP SINH PART-TIME – CƠ HỘI VIỆC LÀM CHO GENZ
Vị trí: Thực tập sinh CSKH
Thu nhập: 3–6tr/tháng + thưởng hấp dẫn
Lịch làm linh hoạt (theo tuần):
• Ca sáng: 9h – 12h
• Ca chiều: 15h30 – 18h30
• Ca tối: 18h – 21h
Lợi ích bạn nhận được:
• Tự chọn ca – không lo trùng lịch học
• Cơ hội rèn kỹ năng mềm: giao tiếp, quản lý thời gian, tư duy
• Được làm việc trong môi trường năng lượng GenZ
Có giấy xác nhận thực tập chuẩn chỉnh
Hà Đông (Văn Quán hoặc Quang Trung)
Liên hệ ngay: 0336169059 (Đoàn Thịnh)
Ưu tiên các bạn sinh viên 2k6 – 2k7",536
Đăng kí được tối đa mấy tín vậy mn,34
Này đki gì v ạ,14
học phí kì này tính như nào nhỉ,31
Ưu tiên d21 thì khó r,21
"Nguyễn Ngọc Định
vào lệnh đi a",30
"nhờ
Vũ Đình Trọng
ôm hộ mấy tín",31
"Nguyễn Linh
học nữa ko =))",26
"Hoàng Quân
cơ hội cuối đây e",28
"Nguyễn Hồng Phúc
là j ấy",24
"Đào Minh Đức
c",14
Đk kỳ đông là cj v?,19
"Đinh Nam
Tiến Đạt",17
Sinh Lê Văn,11
Đỗ Huy,6
Nguyễn Thế Vĩnh,15
"Phạm Thành
Khương Duy",21
Quang Khánh,11
Minh Quang,10
Gia Bảo,7
"Bú đi a
Tran Phu Cuong",22
Lê Xuân Đạt,11
"#np5410: YOU ONLY LIVE ONCE nên có khúc mắc gì cũng phải hỏi. Nay mình đi ""Gặp gỡ, đối thoại giữa lãnh đạo học viện và sinh viên"" nhưng do mới Q&A tầm 45' đã ngưng rồi nên chưa kịp hỏi. Đây là câu hỏi mình đặt cho khóa dưới thôi chứ mình sắp ra trường rồi nên ko được lợi ích gì. Mình muốn câu trả lời công khai nên xin phép gửi lại tại 1 page công khai.
Hiện nay, em thấy các phong trào sinh viên, đặc biệt là phong trào Sinh viên 5 tốt như ở các trường khác rất phổ biến và công khai, như ở học viện Tài chính các bạn rất năng nổ ngay từ năm nhất. Nhưng ở Học viện lại gần như ko có thông tin gì, hằng năm vào quý IV chỉ gửi 1 cái link để điền thông tin? Thì năm nay Học viện và Đoàn có dự định gì trong việc nâng cao phong trào phấn đấu trong sinh viên không?
Thứ 2 là về việc thành tích hoạt động Đoàn của các câu lạc bộ. Theo như em được biết thì hàng tháng các đơn vị trực thuộc Đoàn đều có làm báo cáo hoạt động hàng tháng, và mục đích công nhận các hoạt động này là để xét quyền lợi cho các hoạt động thuộc Đoàn. Tuy nhiên như câu hỏi đầu tiên mà 1 bạn lúc nãy có đặt. Thì Đoàn đã xét quyền lợi đặt bàn dựa theo đúng 1 hoạt động là hỗ trợ tân sinh viên nhập học, chứ ko dựa theo những cống hiến trong năm học vừa rồi. Em thấy hoạt động này ko được giải thích thỏa đáng thì sẽ ảnh hưởng đến sự đoàn kết giữa Đoàn và các đơn vị sinh viên nên muốn xin giải đáp.
#np5411: Mình là sv Ngành Truyền Thông đã ra trường, gần đây mình thấy mấy video recap của Đêm chào tân được chia sẻ lại bởi một anh đồng môn khá có tiếng trong ngành truyền thông
Khi mình xem video thì mình thấy quay dựng như một trò đùa, từ góc quay, cú máy cho đến cách dựng chả khớp gì cả thậm chí chọn nhạc còn buồn. Phía dưới comment mình thấy rất nhiều người quen của mình là những người tên tuổi trong ngành TT. Thiết nghĩ nhà trường làm như vậy rất ảnh hưởng đến danh tiếng sinh viên TT nói riêng và PTIT nói chung, cho một đơn vị không biết quay biết dựng vào làm 1 sk lớn nhất năm thật là….
Mình thấy trong trường có rất nhiều em, nhiều CLB quay dựng rất đẹp và chỉn chu. Tại sao Đoàn trường lại không nhờ/thuê họ mà lại 1 CLB mới mở làm media một cách dở tệ như vậy.?
#np5412: Em chào anh chị ạ, em là tân sinh hiên D25, em có khám sức khoẻ ngoài mà hôm nay em mới thấy cái giấy đấy và chợt nhận ra em quên nộp thì bây giờ nộp cho phòng ban nào ạ. Em cảm ơn anh chị ạ
#np5413: Khoá D22 kinh tế có mấy đợt đổi điểm nữa vậy ạ",2402
